Indicator,Year,Geography,Cases,Rate per 100000,Population
HIV deaths,2016,Oklahoma,116,3.6,"3,223,860"
HIV prevalence,2016,Oklahoma,"5,926",183.8,"3,223,860"
AIDS diagnoses,2016,Oklahoma,152,4.7,"3,223,860"
AIDS deaths,2016,Oklahoma,89,2.8,"3,223,860"
AIDS prevalence,2016,Oklahoma,"2,896",89.8,"3,223,860"
Estimated HIV incidence,2016,Oklahoma,250,7.7,"3,223,860"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Oklahoma,"7,000",215.6,"3,223,860"
HIV diagnoses,2010,Oregon,240,7.5,"3,217,096"
HIV deaths,2010,Oregon,98,3,"3,217,096"
HIV prevalence,2010,Oregon,"5,696",177.1,"3,217,096"
AIDS diagnoses,2010,Oregon,176,5.5,"3,217,096"
AIDS deaths,2010,Oregon,81,2.5,"3,217,096"
AIDS prevalence,2010,Oregon,"3,526",109.6,"3,217,096"
Estimated HIV incidence,2010,Oregon,230,7.1,"3,217,096"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Oregon,"7,000",219.1,"3,217,096"
HIV diagnoses,2015,Oklahoma,315,9.8,"3,206,824"
HIV deaths,2015,Oklahoma,143,4.5,"3,206,824"
HIV prevalence,2015,Oklahoma,"5,752",179.4,"3,206,824"
AIDS diagnoses,2015,Oklahoma,155,4.8,"3,206,824"
AIDS deaths,2015,Oklahoma,122,3.8,"3,206,824"
AIDS prevalence,2015,Oklahoma,"2,819",87.9,"3,206,824"
Estimated HIV incidence,2015,Oklahoma,280,8.7,"3,206,824"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Oklahoma,"6,800",212.6,"3,206,824"
HIV diagnoses,2014,Oklahoma,305,9.6,"3,181,749"
HIV deaths,2014,Oklahoma,140,4.4,"3,181,749"
HIV prevalence,2014,Oklahoma,"5,572",175.1,"3,181,749"
AIDS diagnoses,2014,Oklahoma,161,5.1,"3,181,749"
AIDS deaths,2014,Oklahoma,116,3.6,"3,181,749"
AIDS prevalence,2014,Oklahoma,"2,777",87.3,"3,181,749"
Estimated HIV incidence,2014,Oklahoma,260,8.1,"3,181,749"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Oklahoma,"6,700",210,"3,181,749"
HIV diagnoses,2013,Oklahoma,331,10.5,"3,158,773"
HIV deaths,2013,Oklahoma,125,4,"3,158,773"
HIV prevalence,2013,Oklahoma,"5,397",170.9,"3,158,773"
AIDS diagnoses,2013,Oklahoma,170,5.4,"3,158,773"
AIDS deaths,2013,Oklahoma,106,3.4,"3,158,773"
AIDS prevalence,2013,Oklahoma,"2,707",85.7,"3,158,773"
Estimated HIV incidence,2013,Oklahoma,310,9.7,"3,158,773"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Oklahoma,"6,600",207.8,"3,158,773"
HIV diagnoses,2012,Oklahoma,284,9.1,"3,129,316"
HIV deaths,2012,Oklahoma,115,3.7,"3,129,316"
HIV prevalence,2012,Oklahoma,"5,201",166.2,"3,129,316"
AIDS diagnoses,2012,Oklahoma,182,5.8,"3,129,316"
AIDS deaths,2012,Oklahoma,93,3,"3,129,316"
AIDS prevalence,2012,Oklahoma,"2,631",84.1,"3,129,316"
Estimated HIV incidence,2012,Oklahoma,280,9,"3,129,316"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Oklahoma,"6,400",203.9,"3,129,316"
HIV diagnoses,2011,Oklahoma,314,10.1,"3,102,257"
HIV deaths,2011,Oklahoma,122,3.9,"3,102,257"
HIV prevalence,2011,Oklahoma,"5,027",162,"3,102,257"
AIDS diagnoses,2011,Oklahoma,169,5.4,"3,102,257"
AIDS deaths,2011,Oklahoma,94,3,"3,102,257"
AIDS prevalence,2011,Oklahoma,"2,546",82.1,"3,102,257"
Estimated HIV incidence,2011,Oklahoma,270,8.7,"3,102,257"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Oklahoma,"6,200",200.3,"3,102,257"
HIV diagnoses,2010,Oklahoma,287,9.3,"3,079,742"
HIV deaths,2010,Oklahoma,109,3.5,"3,079,742"
HIV prevalence,2010,Oklahoma,"4,864",157.9,"3,079,742"
AIDS diagnoses,2010,Oklahoma,134,4.4,"3,079,742"
AIDS deaths,2010,Oklahoma,85,2.8,"3,079,742"
AIDS prevalence,2010,Oklahoma,"2,493",80.9,"3,079,742"
Estimated HIV incidence,2010,Oklahoma,270,8.7,"3,079,742"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Oklahoma,"6,100",196.9,"3,079,742"
HIV diagnoses,2016,Connecticut,261,8.5,"3,069,474"
HIV deaths,2016,Connecticut,193,6.3,"3,069,474"
HIV prevalence,2016,Connecticut,"10,286",335.1,"3,069,474"
AIDS diagnoses,2016,Connecticut,140,4.6,"3,069,474"
AIDS deaths,2016,Connecticut,159,5.2,"3,069,474"
AIDS prevalence,2016,Connecticut,"6,396",208.4,"3,069,474"
Estimated HIV incidence,2016,Connecticut,260,8.6,"3,069,474"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Connecticut,"11,400",370.3,"3,069,474"
HIV diagnoses,2015,Connecticut,273,8.9,"3,068,084"
HIV deaths,2015,Connecticut,185,6,"3,068,084"
HIV prevalence,2015,Connecticut,"10,310",336,"3,068,084"
AIDS diagnoses,2015,Connecticut,140,4.6,"3,068,084"
AIDS deaths,2015,Connecticut,159,5.2,"3,068,084"
AIDS prevalence,2015,Connecticut,"6,467",210.8,"3,068,084"
Estimated HIV incidence,2015,Connecticut,250,8,"3,068,084"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Connecticut,"11,300",368.1,"3,068,084"
HIV diagnoses,2014,Connecticut,291,9.5,"3,067,003"
HIV deaths,2014,Connecticut,190,6.2,"3,067,003"
HIV prevalence,2014,Connecticut,"10,144",330.7,"3,067,003"
AIDS diagnoses,2014,Connecticut,174,5.7,"3,067,003"
AIDS deaths,2014,Connecticut,163,5.3,"3,067,003"
AIDS prevalence,2014,Connecticut,"6,443",210.1,"3,067,003"
Estimated HIV incidence,2014,Connecticut,270,8.8,"3,067,003"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Connecticut,"11,200",366.1,"3,067,003"
HIV diagnoses,2013,Connecticut,328,10.7,"3,060,996"
HIV deaths,2013,Connecticut,176,5.7,"3,060,996"
HIV prevalence,2013,Connecticut,"10,513",343.5,"3,060,996"
AIDS diagnoses,2013,Connecticut,221,7.2,"3,060,996"
AIDS deaths,2013,Connecticut,157,5.1,"3,060,996"
AIDS prevalence,2013,Connecticut,"6,728",219.8,"3,060,996"
Estimated HIV incidence,2013,Connecticut,320,10.5,"3,060,996"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Connecticut,"11,100",364.1,"3,060,996"
HIV diagnoses,2012,Connecticut,293,9.6,"3,047,062"
HIV deaths,2012,Connecticut,201,6.6,"3,047,062"
HIV prevalence,2012,Connecticut,"10,276",337.2,"3,047,062"
AIDS diagnoses,2012,Connecticut,248,8.1,"3,047,062"
AIDS deaths,2012,Connecticut,175,5.7,"3,047,062"
AIDS prevalence,2012,Connecticut,"6,649",218.2,"3,047,062"
Estimated HIV incidence,2012,Connecticut,320,10.3,"3,047,062"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Connecticut,"11,000",361.1,"3,047,062"
HIV diagnoses,2011,Connecticut,353,11.6,"3,033,085"
HIV deaths,2011,Connecticut,223,7.4,"3,033,085"
HIV prevalence,2011,Connecticut,"10,238",337.5,"3,033,085"
AIDS diagnoses,2011,Connecticut,272,9,"3,033,085"
AIDS deaths,2011,Connecticut,181,6,"3,033,085"
AIDS prevalence,2011,Connecticut,"6,646",219.1,"3,033,085"
Estimated HIV incidence,2011,Connecticut,290,9.4,"3,033,085"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Connecticut,"10,900",358.9,"3,033,085"
HIV diagnoses,2010,Connecticut,394,13.1,"3,014,706"
HIV deaths,2010,Connecticut,217,7.2,"3,014,706"
HIV prevalence,2010,Connecticut,"10,254",340.1,"3,014,706"
AIDS diagnoses,2010,Connecticut,295,9.8,"3,014,706"
AIDS deaths,2010,Connecticut,186,6.2,"3,014,706"
AIDS prevalence,2010,Connecticut,"6,683",221.7,"3,014,706"
Estimated HIV incidence,2010,Connecticut,330,10.8,"3,014,706"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Connecticut,"10,800",358.9,"3,014,706"
HIV diagnoses,2016,Iowa,133,5.1,"2,604,921"
HIV deaths,2016,Iowa,31,1.2,"2,604,921"
HIV prevalence,2016,Iowa,"2,555",98.1,"2,604,921"
AIDS diagnoses,2016,Iowa,61,2.3,"2,604,921"
AIDS deaths,2016,Iowa,27,1,"2,604,921"
AIDS prevalence,2016,Iowa,"1,437",55.2,"2,604,921"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Iowa,"3,000",116.3,"2,604,921"
HIV diagnoses,2015,Iowa,124,4.8,"2,593,600"
HIV deaths,2015,Iowa,36,1.4,"2,593,600"
HIV prevalence,2015,Iowa,"2,409",92.9,"2,593,600"
AIDS diagnoses,2015,Iowa,68,2.6,"2,593,600"
AIDS deaths,2015,Iowa,29,1.1,"2,593,600"
AIDS prevalence,2015,Iowa,"1,358",52.4,"2,593,600"
Estimated HIV incidence,2015,Iowa,130,5,"2,593,600"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Iowa,"2,900",113.5,"2,593,600"
HIV diagnoses,2014,Iowa,94,3.6,"2,582,097"
HIV deaths,2014,Iowa,54,2.1,"2,582,097"
HIV prevalence,2014,Iowa,"2,335",90.4,"2,582,097"
AIDS diagnoses,2014,Iowa,61,2.4,"2,582,097"
AIDS deaths,2014,Iowa,49,1.9,"2,582,097"
AIDS prevalence,2014,Iowa,"1,343",52,"2,582,097"
Estimated HIV incidence,2014,Iowa,90,3.6,"2,582,097"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Iowa,"2,800",110.3,"2,582,097"
HIV diagnoses,2013,Iowa,119,4.6,"2,567,694"
HIV deaths,2013,Iowa,43,1.7,"2,567,694"
HIV prevalence,2013,Iowa,"2,236",87.1,"2,567,694"
AIDS diagnoses,2013,Iowa,81,3.2,"2,567,694"
AIDS deaths,2013,Iowa,38,1.5,"2,567,694"
AIDS prevalence,2013,Iowa,"1,314",51.2,"2,567,694"
Estimated HIV incidence,2013,Iowa,80,3.1,"2,567,694"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Iowa,"2,800",109.4,"2,567,694"
HIV diagnoses,2012,Iowa,116,4.5,"2,552,221"
HIV deaths,2012,Iowa,42,1.6,"2,552,221"
HIV prevalence,2012,Iowa,"2,167",84.9,"2,552,221"
AIDS diagnoses,2012,Iowa,74,2.9,"2,552,221"
AIDS deaths,2012,Iowa,35,1.4,"2,552,221"
AIDS prevalence,2012,Iowa,"1,280",50.2,"2,552,221"
Estimated HIV incidence,2012,Iowa,130,4.9,"2,552,221"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Iowa,"2,800",108.6,"2,552,221"
HIV diagnoses,2011,Iowa,114,4.5,"2,541,088"
HIV deaths,2011,Iowa,37,1.5,"2,541,088"
HIV prevalence,2011,Iowa,"2,065",81.3,"2,541,088"
AIDS diagnoses,2011,Iowa,71,2.8,"2,541,088"
AIDS deaths,2011,Iowa,29,1.1,"2,541,088"
AIDS prevalence,2011,Iowa,"1,228",48.3,"2,541,088"
Estimated HIV incidence,2011,Iowa,110,4.2,"2,541,088"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Iowa,"2,700",105.9,"2,541,088"
HIV diagnoses,2010,Iowa,114,4.5,"2,526,230"
HIV deaths,2010,Iowa,28,1.1,"2,526,230"
HIV prevalence,2010,Iowa,"1,993",78.9,"2,526,230"
AIDS diagnoses,2010,Iowa,72,2.9,"2,526,230"
AIDS deaths,2010,Iowa,23,0.9,"2,526,230"
AIDS prevalence,2010,Iowa,"1,190",47.1,"2,526,230"
Estimated HIV incidence,2010,Iowa,90,3.5,"2,526,230"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Iowa,"2,600",103.7,"2,526,230"
HIV diagnoses,2016,Arkansas,310,12.5,"2,481,454"
HIV deaths,2016,Arkansas,79,3.2,"2,481,454"
HIV prevalence,2016,Arkansas,"5,516",222.3,"2,481,454"
AIDS diagnoses,2016,Arkansas,110,4.4,"2,481,454"
AIDS deaths,2016,Arkansas,57,2.3,"2,481,454"
AIDS prevalence,2016,Arkansas,"2,519",101.5,"2,481,454"
Estimated HIV incidence,2016,Arkansas,260,10.4,"2,481,454"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Arkansas,"6,500",260.6,"2,481,454"
HIV diagnoses,2016,Mississippi,429,17.4,"2,469,611"
HIV deaths,2016,Mississippi,141,5.7,"2,469,611"
HIV prevalence,2016,Mississippi,"9,458",383,"2,469,611"
AIDS diagnoses,2016,Mississippi,275,11.1,"2,469,611"
AIDS deaths,2016,Mississippi,114,4.6,"2,469,611"
AIDS prevalence,2016,Mississippi,"4,613",186.8,"2,469,611"
Estimated HIV incidence,2016,Mississippi,250,10.1,"2,469,611"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Mississippi,"10,700",433.2,"2,469,611"
HIV diagnoses,2015,Arkansas,272,11,"2,468,513"
HIV deaths,2015,Arkansas,110,4.5,"2,468,513"
HIV prevalence,2015,Arkansas,"5,265",213.3,"2,468,513"
AIDS diagnoses,2015,Arkansas,129,5.2,"2,468,513"
AIDS deaths,2015,Arkansas,83,3.4,"2,468,513"
AIDS prevalence,2015,Arkansas,"2,438",98.8,"2,468,513"
Estimated HIV incidence,2015,Arkansas,270,10.8,"2,468,513"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Arkansas,"6,300",254.7,"2,468,513"
HIV diagnoses,2015,Mississippi,508,20.6,"2,465,446"
HIV deaths,2015,Mississippi,218,8.8,"2,465,446"
HIV prevalence,2015,Mississippi,"9,248",375.1,"2,465,446"
AIDS diagnoses,2015,Mississippi,271,11,"2,465,446"
AIDS deaths,2015,Mississippi,176,7.1,"2,465,446"
AIDS prevalence,2015,Mississippi,"4,487",182,"2,465,446"
Estimated HIV incidence,2015,Mississippi,340,14,"2,465,446"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Mississippi,"10,600",429.4,"2,465,446"
HIV diagnoses,2014,Mississippi,479,19.4,"2,465,317"
HIV deaths,2014,Mississippi,235,9.5,"2,465,317"
HIV prevalence,2014,Mississippi,"8,955",363.2,"2,465,317"
AIDS diagnoses,2014,Mississippi,305,12.4,"2,465,317"
AIDS deaths,2014,Mississippi,189,7.7,"2,465,317"
AIDS prevalence,2014,Mississippi,"4,392",178.2,"2,465,317"
Estimated HIV incidence,2014,Mississippi,350,14,"2,465,317"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Mississippi,"10,500",424.2,"2,465,317"
HIV diagnoses,2013,Mississippi,473,19.2,"2,459,638"
HIV deaths,2013,Mississippi,228,9.3,"2,459,638"
HIV prevalence,2013,Mississippi,"8,672",352.6,"2,459,638"
AIDS diagnoses,2013,Mississippi,404,16.4,"2,459,638"
AIDS deaths,2013,Mississippi,177,7.2,"2,459,638"
AIDS prevalence,2013,Mississippi,"4,215",171.4,"2,459,638"
Estimated HIV incidence,2013,Mississippi,350,14.1,"2,459,638"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Mississippi,"10,300",420.6,"2,459,638"
HIV diagnoses,2014,Arkansas,314,12.8,"2,457,419"
HIV deaths,2014,Arkansas,124,5,"2,457,419"
HIV prevalence,2014,Arkansas,"5,113",208.1,"2,457,419"
AIDS diagnoses,2014,Arkansas,138,5.6,"2,457,419"
AIDS deaths,2014,Arkansas,99,4,"2,457,419"
AIDS prevalence,2014,Arkansas,"2,400",97.7,"2,457,419"
Estimated HIV incidence,2014,Arkansas,310,12.7,"2,457,419"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Arkansas,"6,100",249.4,"2,457,419"
HIV diagnoses,2016,Nevada,512,20.9,"2,450,120"
HIV deaths,2016,Nevada,145,5.9,"2,450,120"
HIV prevalence,2016,Nevada,"9,194",375.2,"2,450,120"
AIDS diagnoses,2016,Nevada,241,9.8,"2,450,120"
AIDS deaths,2016,Nevada,113,4.6,"2,450,120"
AIDS prevalence,2016,Nevada,"4,501",183.7,"2,450,120"
Estimated HIV incidence,2016,Nevada,520,21.3,"2,450,120"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Nevada,"11,100",453.9,"2,450,120"
HIV diagnoses,2012,Mississippi,446,18.2,"2,448,297"
HIV deaths,2012,Mississippi,200,8.2,"2,448,297"
HIV prevalence,2012,Mississippi,"8,531",348.4,"2,448,297"
AIDS diagnoses,2012,Mississippi,287,11.7,"2,448,297"
AIDS deaths,2012,Mississippi,146,6,"2,448,297"
AIDS prevalence,2012,Mississippi,"4,043",165.1,"2,448,297"
Estimated HIV incidence,2012,Mississippi,350,14.4,"2,448,297"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Mississippi,"10,200",417.7,"2,448,297"
HIV diagnoses,2013,Arkansas,263,10.7,"2,447,207"
HIV deaths,2013,Arkansas,124,5.1,"2,447,207"
HIV prevalence,2013,Arkansas,"4,814",196.7,"2,447,207"
AIDS diagnoses,2013,Arkansas,158,6.5,"2,447,207"
AIDS deaths,2013,Arkansas,94,3.8,"2,447,207"
AIDS prevalence,2013,Arkansas,"2,297",93.9,"2,447,207"
Estimated HIV incidence,2013,Arkansas,240,9.7,"2,447,207"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Arkansas,"5,900",242.8,"2,447,207"
HIV diagnoses,2011,Mississippi,526,21.6,"2,439,026"
HIV deaths,2011,Mississippi,210,8.6,"2,439,026"
HIV prevalence,2011,Mississippi,"8,374",343.3,"2,439,026"
AIDS diagnoses,2011,Mississippi,337,13.8,"2,439,026"
AIDS deaths,2011,Mississippi,155,6.4,"2,439,026"
AIDS prevalence,2011,Mississippi,"3,954",162.1,"2,439,026"
Estimated HIV incidence,2011,Mississippi,420,17.1,"2,439,026"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Mississippi,"10,100",412.9,"2,439,026"
HIV diagnoses,2012,Arkansas,250,10.3,"2,436,315"
HIV deaths,2012,Arkansas,90,3.7,"2,436,315"
HIV prevalence,2012,Arkansas,"4,634",190.2,"2,436,315"
AIDS diagnoses,2012,Arkansas,130,5.3,"2,436,315"
AIDS deaths,2012,Arkansas,73,3,"2,436,315"
AIDS prevalence,2012,Arkansas,"2,212",90.8,"2,436,315"
Estimated HIV incidence,2012,Arkansas,240,9.8,"2,436,315"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Arkansas,"5,800",239.3,"2,436,315"
HIV diagnoses,2010,Mississippi,458,18.9,"2,429,081"
HIV deaths,2010,Mississippi,209,8.6,"2,429,081"
HIV prevalence,2010,Mississippi,"7,981",328.6,"2,429,081"
AIDS diagnoses,2010,Mississippi,336,13.8,"2,429,081"
AIDS deaths,2010,Mississippi,157,6.5,"2,429,081"
AIDS prevalence,2010,Mississippi,"3,717",153,"2,429,081"
Estimated HIV incidence,2010,Mississippi,410,16.8,"2,429,081"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Mississippi,"9,900",405.9,"2,429,081"
HIV diagnoses,2011,Arkansas,242,10,"2,425,135"
HIV deaths,2011,Arkansas,115,4.7,"2,425,135"
HIV prevalence,2011,Arkansas,"4,464",184.1,"2,425,135"
AIDS diagnoses,2011,Arkansas,124,5.1,"2,425,135"
AIDS deaths,2011,Arkansas,94,3.9,"2,425,135"
AIDS prevalence,2011,Arkansas,"2,148",88.6,"2,425,135"
Estimated HIV incidence,2011,Arkansas,240,9.8,"2,425,135"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Arkansas,"5,700",234.2,"2,425,135"
HIV diagnoses,2010,Arkansas,233,9.7,"2,407,796"
HIV deaths,2010,Arkansas,116,4.8,"2,407,796"
HIV prevalence,2010,Arkansas,"4,368",181.4,"2,407,796"
AIDS diagnoses,2010,Arkansas,153,6.4,"2,407,796"
AIDS deaths,2010,Arkansas,89,3.7,"2,407,796"
AIDS prevalence,2010,Arkansas,"2,121",88.1,"2,407,796"
Estimated HIV incidence,2010,Arkansas,220,9.1,"2,407,796"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Arkansas,"5,600",230.8,"2,407,796"
HIV diagnoses,2015,Nevada,477,19.9,"2,400,349"
HIV deaths,2015,Nevada,126,5.2,"2,400,349"
HIV prevalence,2015,Nevada,"8,724",363.4,"2,400,349"
AIDS diagnoses,2015,Nevada,208,8.7,"2,400,349"
AIDS deaths,2015,Nevada,104,4.3,"2,400,349"
AIDS prevalence,2015,Nevada,"4,309",179.5,"2,400,349"
Estimated HIV incidence,2015,Nevada,500,20.7,"2,400,349"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Nevada,"10,700",447.6,"2,400,349"
HIV diagnoses,2016,Kansas,146,6.1,"2,391,107"
HIV deaths,2016,Kansas,45,1.9,"2,391,107"
HIV prevalence,2016,Kansas,"2,926",122.4,"2,391,107"
AIDS diagnoses,2016,Kansas,59,2.5,"2,391,107"
AIDS deaths,2016,Kansas,34,1.4,"2,391,107"
AIDS prevalence,2016,Kansas,"1,525",63.8,"2,391,107"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Kansas,"3,400",141.2,"2,391,107"
HIV diagnoses,2015,Kansas,154,6.5,"2,385,243"
HIV deaths,2015,Kansas,52,2.2,"2,385,243"
HIV prevalence,2015,Kansas,"2,804",117.6,"2,385,243"
AIDS diagnoses,2015,Kansas,61,2.6,"2,385,243"
AIDS deaths,2015,Kansas,44,1.8,"2,385,243"
AIDS prevalence,2015,Kansas,"1,489",62.4,"2,385,243"
Estimated HIV incidence,2015,Kansas,130,5.2,"2,385,243"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Kansas,"3,300",138.8,"2,385,243"
HIV diagnoses,2014,Kansas,129,5.4,"2,377,002"
HIV deaths,2014,Kansas,47,2,"2,377,002"
HIV prevalence,2014,Kansas,"2,840",119.5,"2,377,002"
AIDS diagnoses,2014,Kansas,67,2.8,"2,377,002"
AIDS deaths,2014,Kansas,36,1.5,"2,377,002"
AIDS prevalence,2014,Kansas,"1,566",65.9,"2,377,002"
Estimated HIV incidence,2014,Kansas,120,4.9,"2,377,002"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Kansas,"3,200",136.2,"2,377,002"
HIV diagnoses,2016,Utah,137,5.8,"2,373,134"
HIV deaths,2016,Utah,46,1.9,"2,373,134"
HIV prevalence,2016,Utah,"2,737",115.3,"2,373,134"
AIDS diagnoses,2016,Utah,47,2,"2,373,134"
AIDS deaths,2016,Utah,35,1.5,"2,373,134"
AIDS prevalence,2016,Utah,"1,432",60.3,"2,373,134"
Estimated HIV incidence,2016,Utah,150,6.5,"2,373,134"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Utah,"3,200",135.5,"2,373,134"
HIV diagnoses,2013,Kansas,147,6.2,"2,367,228"
HIV deaths,2013,Kansas,57,2.4,"2,367,228"
HIV prevalence,2013,Kansas,"2,769",117,"2,367,228"
AIDS diagnoses,2013,Kansas,78,3.3,"2,367,228"
AIDS deaths,2013,Kansas,43,1.8,"2,367,228"
AIDS prevalence,2013,Kansas,"1,529",64.6,"2,367,228"
Estimated HIV incidence,2013,Kansas,120,5.1,"2,367,228"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Kansas,"3,200",133.9,"2,367,228"
HIV diagnoses,2012,Kansas,152,6.4,"2,356,682"
HIV deaths,2012,Kansas,44,1.9,"2,356,682"
HIV prevalence,2012,Kansas,"2,734",116,"2,356,682"
AIDS diagnoses,2012,Kansas,86,3.6,"2,356,682"
AIDS deaths,2012,Kansas,39,1.7,"2,356,682"
AIDS prevalence,2012,Kansas,"1,530",64.9,"2,356,682"
Estimated HIV incidence,2012,Kansas,100,4.1,"2,356,682"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Kansas,"3,100",131.8,"2,356,682"
HIV diagnoses,2014,Nevada,431,18.3,"2,354,861"
HIV deaths,2014,Nevada,127,5.4,"2,354,861"
HIV prevalence,2014,Nevada,"8,232",349.6,"2,354,861"
AIDS diagnoses,2014,Nevada,207,8.8,"2,354,861"
AIDS deaths,2014,Nevada,104,4.4,"2,354,861"
AIDS prevalence,2014,Nevada,"4,150",176.2,"2,354,861"
Estimated HIV incidence,2014,Nevada,430,18.2,"2,354,861"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Nevada,"10,400",440.5,"2,354,861"
HIV diagnoses,2011,Kansas,135,5.8,"2,339,870"
HIV deaths,2011,Kansas,47,2,"2,339,870"
HIV prevalence,2011,Kansas,"2,700",115.4,"2,339,870"
AIDS diagnoses,2011,Kansas,92,3.9,"2,339,870"
AIDS deaths,2011,Kansas,41,1.8,"2,339,870"
AIDS prevalence,2011,Kansas,"1,525",65.2,"2,339,870"
Estimated HIV incidence,2011,Kansas,130,5.5,"2,339,870"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Kansas,"3,100",130.5,"2,339,870"
HIV diagnoses,2010,Kansas,136,5.8,"2,329,313"
HIV deaths,2010,Kansas,49,2.1,"2,329,313"
HIV prevalence,2010,Kansas,"2,618",112.4,"2,329,313"
AIDS diagnoses,2010,Kansas,87,3.7,"2,329,313"
AIDS deaths,2010,Kansas,40,1.7,"2,329,313"
AIDS prevalence,2010,Kansas,"1,487",63.8,"2,329,313"
Estimated HIV incidence,2010,Kansas,120,5.3,"2,329,313"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Kansas,"3,000",127.5,"2,329,313"
HIV diagnoses,2015,Utah,121,5.2,"2,317,137"
HIV deaths,2015,Utah,31,1.3,"2,317,137"
HIV prevalence,2015,Utah,"2,656",114.6,"2,317,137"
AIDS diagnoses,2015,Utah,52,2.2,"2,317,137"
AIDS deaths,2015,Utah,27,1.2,"2,317,137"
AIDS prevalence,2015,Utah,"1,424",61.5,"2,317,137"
Estimated HIV incidence,2015,Utah,110,4.7,"2,317,137"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Utah,"3,100",134.1,"2,317,137"
HIV diagnoses,2013,Nevada,434,18.8,"2,312,316"
HIV deaths,2013,Nevada,147,6.4,"2,312,316"
HIV prevalence,2013,Nevada,"7,659",331.2,"2,312,316"
AIDS diagnoses,2013,Nevada,245,10.6,"2,312,316"
AIDS deaths,2013,Nevada,119,5.1,"2,312,316"
AIDS prevalence,2013,Nevada,"3,882",167.9,"2,312,316"
Estimated HIV incidence,2013,Nevada,420,18,"2,312,316"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Nevada,"10,100",435.5,"2,312,316"
HIV diagnoses,2012,Nevada,364,16,"2,278,020"
HIV deaths,2012,Nevada,161,7.1,"2,278,020"
HIV prevalence,2012,Nevada,"7,382",324.1,"2,278,020"
AIDS diagnoses,2012,Nevada,228,10,"2,278,020"
AIDS deaths,2012,Nevada,137,6,"2,278,020"
AIDS prevalence,2012,Nevada,"3,777",165.8,"2,278,020"
Estimated HIV incidence,2012,Nevada,400,17.5,"2,278,020"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Nevada,"9,800",430.3,"2,278,020"
HIV diagnoses,2014,Utah,115,5.1,"2,273,174"
HIV deaths,2014,Utah,22,1,"2,273,174"
HIV prevalence,2014,Utah,"2,580",113.5,"2,273,174"
AIDS diagnoses,2014,Utah,50,2.2,"2,273,174"
AIDS deaths,2014,Utah,17,0.7,"2,273,174"
AIDS prevalence,2014,Utah,"1,403",61.7,"2,273,174"
Estimated HIV incidence,2014,Utah,140,6,"2,273,174"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Utah,"3,000",133.2,"2,273,174"
